dup_id,chosen,alternatives
dup:a196dca30a44,"
<SURNAME/>在写In Lak'ech时，老师说，
<SURNAME/>好像被什么人监视着!
","
<SURNAME/>在写《印·拉凯奇》时，老师说过，
<SURNAME/>好像有人在监视他!
 || 
<SURNAME/>在写《印·拉凯奇》时，老师说，
<SURNAME/>他好像被什么人监视着!
"
dup:56efd4e1c293,"
<SURNAME/>然后，在学校钟楼，
<SURNAME/>被发现夹在齿轮中的离奇尸体!!
<SURNAME/>是Last Battalion杀了老师!!
","
<SURNAME/>然后，在学校的钟楼里，
<SURNAME/>他被发现夹在齿轮中惨死!!
<SURNAME/>是最后军团杀了老师!!
 || 
<SURNAME/>然后，在学校钟楼，
<SURNAME/>被发现夹在齿轮间的离奇尸体!!
<SURNAME/>是最后军团杀了老师!!
"
dup:b675a3a4ac96,"
<SURNAME/>须藤君也是七姊妹学园的学生…<pause:30/>
<SURNAME/>他总是被严厉的父亲吓到，总是战战兢兢的。
","
<SURNAME/>须藤君也是七姊妹学园的学生…<pause:30/>
<SURNAME/>他畏惧严厉的父亲，总是战战兢兢的。
 || 
<SURNAME/>须藤君也曾是七姊妹的学生…<pause:30/>
<SURNAME/>他总在严厉的父亲面前战战兢兢。
"
dup:fdbbca69b74b,"
<SURNAME/>他会在脑子里听到别人的声音而吵闹，
<SURNAME/>被谣传是连环纵火犯，
<SURNAME/>是个问题儿童，但很亲近橿原老师…
","
<SURNAME/>他有时说脑子里有别人的声音而吵闹，
<SURNAME/>有时被谣传是连续纵火犯，
<SURNAME/>是个问题儿童，但很亲近橿原老师…
 || 
<SURNAME/>在脑子里听到别人声音就吵闹，
<SURNAME/>被谣传是连续纵火犯的
<SURNAME/>问题儿童，但对橿原老师很亲近…
"
dup:389631ec144c,"
<SURNAME/>看出他才能的也是橿原老师。
<SURNAME/>他是能听到玛雅人声音的通灵者。
","
<SURNAME/>看穿他才能的也是橿原老师。
<SURNAME/>他是能听到玛雅人声音的通灵者。
"
dup:62bc53b92bea,"
<SURNAME/>老师通过耐心和他谈话所引出的，
<SURNAME/>是玛雅的神谕。
<SURNAME/>他也很高兴有了理解者，可是…
","
<SURNAME/>老师通过耐心交谈引导出的，
<SURNAME/>就是玛雅的预言。
<SURNAME/>他也曾为有了理解者而高兴…
 || 
<SURNAME/>老师通过耐心和他谈话，引出了
<SURNAME/>玛雅的预言。
<SURNAME/>他也为有了理解者而高兴…
"
dup:0f5e969775b9,"
<SURNAME/>须藤君背叛了，向最后营
<SURNAME/>透露了希巴尔巴的存在!!
<SURNAME/>一定是这样!!
","
<SURNAME/>须藤君背叛了，
<SURNAME/>把希巴尔巴的存在告诉了最后军团!!
<SURNAME/>一定是这样!!
 || 
<SURNAME/>须藤君背叛了，告诉了最后军团
<SURNAME/>希巴尔巴的存在!!
<SURNAME/>一定是这样!!
"
dup:cc694327a3d0,"
<SURNAME/>In Lak'ech，在玛雅语中，
<SURNAME/>意思是“我是另一个你”…<pause:30/>
<SURNAME/>是从送给须藤君的神谕中，这样命名的
","
<SURNAME/>印·拉凯奇在玛雅语中，
<SURNAME/>意思是“我是另一个你”…<pause:30/>
<SURNAME/>是从须藤君收到的预言中命名的
 || 
<SURNAME/>印·拉凯奇，在玛雅语中，
<SURNAME/>意思是「我是另一个你」…<pause:30/>
<SURNAME/>是从须藤君收到的预言中这样命名的
"
dup:2f1e5c7eba4f,"
<SURNAME/>我们被玛雅人进化，
<SURNAME/>并且一度灭亡了。<pause:30/>
<SURNAME/>现在的文明是它的残余…
","
<SURNAME/>我们是被玛雅人进化，
<SURNAME/>然后一度灭亡的。<pause:30/>
<SURNAME/>现在的文明是那的残迹…
 || 
<SURNAME/>我们被玛雅人进化，
<SURNAME/>并且曾经灭亡过。<pause:30/>
<SURNAME/>现在的文明是它的残迹…
"
dup:412c99e385f0,"
<SURNAME/>毁灭了我们祖先和奥斯拉夫提克们的，
<SURNAME/>波隆提克的母舰希巴尔巴，
<SURNAME/>沉睡在这座城市之下…
","
<SURNAME/>毁灭了我们祖先和奥什拉夫提克人的，
<SURNAME/>波隆提克的母舰，希巴尔巴，
<SURNAME/>沉睡在这座城市之下…
 || 
<SURNAME/>毁灭我们祖先和奥修拉洪提克们的，
<SURNAME/>波隆提克的母舰希巴尔巴，
<SURNAME/>沉睡在这座城市地下…
"
dup:47f4e7a6f8b8,"
<SURNAME/>希巴尔巴中有我们进化的秘密。
<SURNAME/>没有希巴尔巴，就无法指望进一步进化…<pause:30/>
<SURNAME/>但是，那是用世界灭亡换来的!
","
<SURNAME/>希巴尔巴中有我们进化的秘密。
<SURNAME/>没有希巴尔巴，无法期望进一步进化…<pause:30/>
<SURNAME/>但是，那是与世界灭亡交换的!
 || 
<SURNAME/>希巴尔巴有我们进化的秘密。
<SURNAME/>没有希巴尔巴，无法指望进一步进化…<pause:30/>
<SURNAME/>但那是与世界灭亡交换的!
"
dup:658834523c13,"
<SURNAME/>神谕的成就暗示着希巴尔巴复活和世界灭亡!
<SURNAME/>正因为得出了这个结论，橿原老师
<SURNAME/>才封印了世纪大发现…!!
","
<SURNAME/>预言的实现，暗示希巴尔巴复活和世界灭亡!
<SURNAME/>正因为得出这结论，橿原老师才
<SURNAME/>封印了这世纪大发现…!!
 || 
<SURNAME/>预言的实现，暗示着希巴尔巴复活和世界灭亡!
<SURNAME/>正因为得出了这个结论，橿原老师
<SURNAME/>才封印了世纪大发现…!!
"
dup:5eb43d93b2bd,"
<SURNAME/>玛雅人是从昴宿星团飞来的。
<SURNAME/>他们在两个部族之间，
<SURNAME/>长年反复抗争…
","
<SURNAME/>玛雅人是从昴宿星团飞来的。
<SURNAME/>他们两部落间，
<SURNAME/>长年反复抗争…
 || 
<SURNAME/>玛雅人是从昴宿星团飞来的。
<SURNAME/>他们在两个部族之间，
<SURNAME/>长年进行着抗争…
"
dup:b27e644d538f,"
<SURNAME/>在玛雅被尊为光之神的奥斯拉夫提克…<pause:30/>
<SURNAME/>以及被畏惧为冥府之神的波隆提克…
","
<SURNAME/>在玛雅被尊为光之神的奥什拉夫恩提克…<pause:30/>
<SURNAME/>以及被畏惧为冥府之神的博隆提克…
 || 
<SURNAME/>在玛雅被尊为光之神的奥修拉洪提克…<pause:30/>
<SURNAME/>以及被畏惧为冥府之神的波隆提克…
"
dup:1bf86cc9d9a1,"
<SURNAME/>他们的战争也卷入了这个太阳系，
<SURNAME/>然后，奥斯拉夫提克灭亡了…<pause:30/>
<SURNAME/>那个记忆，是世界共通的神话和洪水传说
","
<SURNAME/>他们的战争甚至卷入了这个太阳系，
<SURNAME/>然后，奥什拉夫恩提克灭亡了…<pause:30/>
<SURNAME/>那个记忆成为了全世界共通的神话和洪水传说
 || 
<SURNAME/>他们的战争，连这太阳系也卷入，
<SURNAME/>然后，奥修拉洪提克灭亡了…<pause:30/>
<SURNAME/>那记忆成了全世界共通的神话和洪水传说
"
dup:958b61b36147,"
<SURNAME/>但是，波隆提克们也因力量之源耗尽
<SURNAME/>而不得不陷入沉睡!!
","
<SURNAME/>但是，博隆提克他们也因为力量之源耗尽，
<SURNAME/>不得不陷入沉睡!!
 || 
<SURNAME/>但波隆提克们，也因力量源耗尽，
<SURNAME/>不得不陷入沉睡!!
"
dup:474fa196e43e,"
<SURNAME/>梦想着有一天再次储存理想能量，
<SURNAME/>复活的日子，
<SURNAME/>他们至今仍沉睡在这座城市之下!!
","
<SURNAME/>为了有朝一日再次积蓄理想能量，
<SURNAME/>梦想着复活的日子，
<SURNAME/>他们至今仍沉睡在这座城市之下!!
 || 
<SURNAME/>他们梦想着有朝一日，
<SURNAME/>积蓄理想能量后复活，
<SURNAME/>至今仍沉睡在这城市地下!!
"
dup:b6936121316e,"
<SURNAME/>理想能量是我们生物拥有的思念之力…<pause:30/>
<SURNAME/>是理想的心理能量。
","
<SURNAME/>理想能量是我们生物所拥有的意念之力…<pause:30/>
<SURNAME/>就是理想的心理能量。
 || 
<SURNAME/>理想能量是我们生物拥有的意念之力…<pause:30/>
<SURNAME/>是理想的心理能量。
"
dup:7cf474534769,"
<SURNAME/>那种能量，在燃烧理想时，
<SURNAME/>或梦想实现时，最高涨。<pause:30/>
<SURNAME/>常说的充满活力的状态就是那个。
","
<SURNAME/>那种能量，在燃烧理想时，
<SURNAME/>或梦想实现时，会达到最高。<pause:30/>
<SURNAME/>通常所说的充满活力的状态就是那个。
 || 
<SURNAME/>那能量在燃烧理想时，
<SURNAME/>或梦想实现时，最高涨。<pause:30/>
<SURNAME/>常说充满活力就是那种状态。
"
dup:4dded04c932d,"
<SURNAME/>那是通往希巴尔巴的钥匙，也是动力源!!
<SURNAME/>掌控希巴尔巴和理想能量的人，
<SURNAME/>就能掌控人类历史!!
","
<SURNAME/>那是通往希巴尔巴的钥匙，也是动力源!!
<SURNAME/>掌控希巴尔巴和理想能量的人，
<SURNAME/>就能掌控人类的历史!!
 || 
<SURNAME/>那是通往希巴尔巴的钥匙，也是动力源！！
<SURNAME/>控制希巴尔巴和理想能量的人，
<SURNAME/>就能掌控人类的历史！！
"
dup:bb828f5da76b,"
<SURNAME/>什么!?
<SURNAME/>你想知道他们的什么?
","
<SURNAME/>什么！？
<SURNAME/>你想知道他们的什么？
"
dup:138a5d3c20d5,"
<SURNAME/>引发第二次世界大战的罪魁祸首，
<SURNAME/>本世纪最大最坏的独裁者!!<pause:30/>
<SURNAME/>这点事你应该知道吧?
","
<SURNAME/>引发第二次世界大战的罪魁祸首，
<SURNAME/>本世纪最大最坏的独裁者！！<pause:30/>
<SURNAME/>这个你总该知道吧？
 || 
<SURNAME/>引发第二次世界大战的罪魁祸首，
<SURNAME/>本世纪最大最恶的独裁者!!<pause:30/>
<SURNAME/>这点你应该知道吧?
"
dup:d5e3fcfabbe4,"
<SURNAME/>那么，你知道他为什么发动世界大战吗?
<SURNAME/>他真正的目的是将人类推向毁灭边缘，
<SURNAME/>以促进进化!
","
<SURNAME/>那么，他为什么发动世界大战你知道吗？
<SURNAME/>他真正的目的是将人类推向毁灭边缘，
<SURNAME/>以此来促进进化！
 || 
<SURNAME/>那么，你知道他为什么发动世界大战吗?
<SURNAME/>他真正的目的是将人类推向毁灭边缘，
<SURNAME/>以此来促进进化!
"
dup:c0c8a726af00,"
<SURNAME/>他自己，言外之意就是这么说的!<pause:30/>
<SURNAME/>从玛雅咒术师那里学习魔术，
<SURNAME/>寻求世界各地遗迹秘密的不死魔术师!
","
<SURNAME/>他自己，言外之意就是这么说的!<pause:30/>
<SURNAME/>从玛雅咒术师那里学习魔术，
<SURNAME/>追求世界各地遗迹秘密的不死魔术师!
 || 
<SURNAME/>他自己，言外之意就是这么说的！<pause:30/>
<SURNAME/>他从玛雅咒术师那里学习魔术，
<SURNAME/>追求世界各地遗迹秘密的不死魔术师！
"
dup:b54c39683bde,"
<SURNAME/>在表面历史中说是自杀了，
<SURNAME/>但其实还活着!!
<SURNAME/>这种传闻不绝于耳。
","
<SURNAME/>在表面历史上他是自杀的，
<SURNAME/>但其实还活着！！
<SURNAME/>这种传闻不绝于耳。
 || 
<SURNAME/>在表面历史上说是自杀了，
<SURNAME/>但其实还活着!!
<SURNAME/>这种传闻不绝于耳。
"
dup:461b6b81d83d,"
<SURNAME/>Last Battalion，
<SURNAME/>现在还在南极或南美的秘密基地潜伏着，
<SURNAME/>策划着希特勒的野心实现呢!!
","
<SURNAME/>最后军团，
<SURNAME/>至今仍潜伏在南极或南美的秘密基地，
<SURNAME/>策划着实现希特勒的野心!!
 || 
<SURNAME/>最后营队，
<SURNAME/>至今仍潜伏在南极或南美的秘密基地，
<SURNAME/>图谋实现希特勒的野心！！
"
dup:af8da76858d0,"
<SURNAME/>他们准备了各种高科技武器和
<SURNAME/>超人部队，等待时机成熟!
","
<SURNAME/>他们准备了各种高科技武器和
<SURNAME/>超人部队，等待时机成熟！
 || 
<SURNAME/>他们准备了各种高科技武器和
<SURNAME/>超人部队，等待着时机成熟!
"
dup:897516f09e26,"
<SURNAME/>其中最可怕的是，
<SURNAME/>构成最后营核心的，
<SURNAME/>被称为圣枪骑士团的秘密部队…
","
<SURNAME/>其中最可怕的是，
<SURNAME/>构成最后军团核心的，
<SURNAME/>被称为圣枪骑士团的秘密部队…
 || 
<SURNAME/>其中最可怕的是，
<SURNAME/>构成最后营队核心的，
<SURNAME/>被称为圣枪骑士团的秘密部队…
"
dup:6709a9210dc9,"
<SURNAME/>据说圣枪骑士团发现了
<SURNAME/>体现基督奇迹的朗基努斯之枪!!
","
<SURNAME/>据说圣枪骑士团发现了体现基督奇迹的，
<SURNAME/>朗基努斯之枪！！
 || 
<SURNAME/>据说圣枪骑士团发现了，
<SURNAME/>体现基督奇迹的朗基努斯之枪!!
"
dup:56fc36d06abd,"
<SURNAME/>据说能让持有者成为世界支配者的命运之枪…
<SURNAME/>小心点!!
","
<SURNAME/>据说能让持有者成为世界统治者的命运之枪…
<SURNAME/>小心点!!
 || 
<SURNAME/>据说能让持有者成为世界统治者的命运之枪…
<SURNAME/>小心点！！
"
dup:eeb50419c992,"
<SURNAME/>没事就别叫老子!!
","
<SURNAME/>如果没事就别叫我!!
 || 
<SURNAME/>没事就别叫我！！
"
dup:207765621f06,"
<SURNAME/>那里打不开喵♥
<SURNAME/>放弃吧喵♥","
<SURNAME/>那里打不开喵♥
<SURNAME/>放弃喵♥ || 
<SURNAME/>那里打不开喵～♥
<SURNAME/>放弃吧喵～♥"
dup:ee8abfd0acb1,"
<option:6/>阅读报告书
阅读日记1
阅读日记2
阅读日记3
阅读日记4
不予理会
<option_end/>","
<option:6/>阅读报告
阅读日记1
阅读日记2
阅读日记3
阅读日记4
不管它
<option_end/> || 
<option:6/>阅读报告
阅读日记1
阅读日记2
阅读日记3
阅读日记4
放着不管
<option_end/>"
dup:2a4feba29413,"
<SURNAME/>1989年<SURNAME/>X月X日作成
<SURNAME/>委托人<SURNAME/>:橿原<SURNAME/>纯子
<SURNAME/>调查内容:丈夫橿原<SURNAME/>明成品行调查
","
<SURNAME/>1989年<SURNAME/>X月X日作成
<SURNAME/>委托人<SURNAME/>:橿原<SURNAME/>纯子
<SURNAME/>调查内容:丈夫、橿原<SURNAME/>明成的品行调查
"
dup:00c1a11bd23a,"<c1d:11/>调查报告No.32<c1d:1/>
<SURNAME/>经两周跟踪调查对象品行，
<SURNAME/>未发现委托人担忧之结果。
","<c1d:11/>调查报告No.32<c1d:1/>
<SURNAME/>经过两周对调查对象的品行调查，
<SURNAME/>未发现委托人所担忧的结果。
 || <c1d:11/>调查报告No.32<c1d:1/>
<SURNAME/>经过两周对调查对象的品行调查，
<SURNAME/>没有获得委托人担忧的结果。
"
dup:3a232842d9e7,"<c1d:11/>调查报告No.32<c1d:1/>
<SURNAME/>对象于职场外接触者，
<SURNAME/>仅同事冈村教师与须藤学生二人，
<SURNAME/>与冈村间亦未见男女关系迹象。
","<c1d:11/>调查报告No.32<c1d:1/>
<SURNAME/>对象在职场外接触的，
<SURNAME/>只有名为冈村的同事教师和名为须藤的学生，
<SURNAME/>与冈村之间也没有男女关系。
 || <c1d:11/>调查报告No.32<c1d:1/>
<SURNAME/>对象在职场外接触的，
<SURNAME/>只有名为冈村的同事教师和须藤这名学生，
<SURNAME/>与冈村之间也未发现男女关系。
"
dup:87d84a8ddc51,"<c1d:11/>调查报告No.32<c1d:1/>
<SURNAME/>然此三人行为存疑点，
<SURNAME/>如避人耳目探索市内文化遗产与蜗牛山，
<SURNAME/>举动颇为异常。
","<c1d:11/>调查报告No.32<c1d:1/>
<SURNAME/>但同三人避开他人视线，
<SURNAME/>在市内文化遗产和蜗牛山探索等，
<SURNAME/>发现了几处可疑之处。
 || <c1d:11/>调查报告No.32<c1d:1/>
<SURNAME/>但是，这三人似乎避开他人视线，
<SURNAME/>探索市内的文化遗产和蜗牛山等，
<SURNAME/>发现了一些奇异之处。
"
dup:7db6937af6bb,"
<SURNAME/>1989年<SURNAME/>○月○○日<SURNAME/>晴
<SURNAME/>饥肠辘辘中，吾辈今日续查橿原。
<SURNAME/>原疑冈村女子为情妇，实非如此。
","
<SURNAME/>1989年<SURNAME/>○月○○日<SURNAME/>晴
<SURNAME/>在饥饿中，我辈今天也进行橿原的调查。
<SURNAME/>本以为叫冈村的女人是情妇，但似乎不是。
 || 
<SURNAME/>1989年<SURNAME/>○月○○日<SURNAME/>晴
<SURNAME/>饿着肚子，我辈今日也调查橿原。
<SURNAME/>怀疑冈村这女人是情人，但似乎不对。
"
dup:1a739461e909,"<c1d:11/>轰<SURNAME/>大助日记<c1d:1/>
<SURNAME/>未见美艳夫人所述之
<SURNAME/>外遇征兆。
<SURNAME/>那般怯懦男子岂有偷情胆量
","<c1d:11/>轰<SURNAME/>大助的日记<c1d:1/>
<SURNAME/>没发现那位美人夫人所说的，
<SURNAME/>外遇的迹象。
<SURNAME/>大概，那种懦弱的男人也搞不了外遇吧
 || <c1d:11/>轰<SURNAME/>大助的日记<c1d:1/>
<SURNAME/>没有看到那位美丽夫人所说的，
<SURNAME/>出轨的迹象。
<SURNAME/>大概，那种懦弱的男人不可能出轨吧
"
dup:1dddaa1fbe33,"<c1d:11/>轰<SURNAME/>大助日记<c1d:1/>
<SURNAME/>橿原今日仍在咖啡馆，
<SURNAME/>与冈村热切谈论席尔瓦如何、舞耶如何，
<SURNAME/>后返家而去。
","<c1d:11/>轰<SURNAME/>大助的日记<c1d:1/>
<SURNAME/>橿原今天也在咖啡店，
<SURNAME/>和冈村热切谈论Silver如何了、Maya如何了，
<SURNAME/>然后回家了。
 || <c1d:11/>轰<SURNAME/>大助的日记<c1d:1/>
<SURNAME/>橿原今天也在咖啡店，
<SURNAME/>和冈村热烈谈论着银怎么了、玛雅怎么了，
<SURNAME/>然后回家了。
"
dup:d7a0f08db3d5,"
<SURNAME/>1989年<SURNAME/>X月XX日<SURNAME/>阴
<SURNAME/>吾辈今日续查橿原。
<SURNAME/>预付金已如银珠美梦消散…
","
<SURNAME/>1989年<SURNAME/>X月XX日<SURNAME/>曇り
<SURNAME/>我辈今天也进行橿原的调查。
<SURNAME/>委托的预付款，已如银弹之梦般消散…
 || 
<SURNAME/>1989年<SURNAME/>X月XX日<SURNAME/>阴
<SURNAME/>我辈今日也调查橿原。
<SURNAME/>委托的定金，如梦幻泡影般消失了…
"
dup:54ac6206b670,"<c1d:11/>轰<SURNAME/>大助日记<c1d:1/>
<SURNAME/>吾辈腹中空空如也，
<SURNAME/>橿原却与冈村同游蜗牛山。
<SURNAME/>本以为是捉奸现场，然非也。
","<c1d:11/>轰<SURNAME/>大助的日记<c1d:1/>
<SURNAME/>我辈明明饿着肚子，
<SURNAME/>橿原却似乎要和冈村去蜗牛山远足。
<SURNAME/>以为是决定性现场，但错了。
 || <c1d:11/>轰<SURNAME/>大助的日记<c1d:1/>
<SURNAME/>我辈正饿着肚子，
<SURNAME/>橿原却和冈村去蜗牛山远足的样子。
<SURNAME/>本以为会是决定性现场，但并非如此。
"
dup:cd8c7ffac74b,"<c1d:11/>轰<SURNAME/>大助日记<c1d:1/>
<SURNAME/>二人调查怪岩地形后，
<SURNAME/>兴奋下山。
<SURNAME/>莫非在搜寻埋藏金？
","<c1d:11/>轰<SURNAME/>大助的日记<c1d:1/>
<SURNAME/>两人调查了奇怪的岩石和地形，
<SURNAME/>兴奋地下山了。
<SURNAME/>莫非是在寻找埋藏金吧。
 || <c1d:11/>轰<SURNAME/>大助的日记<c1d:1/>
<SURNAME/>二人调查了奇怪的岩石和地形，
<SURNAME/>兴奋地下山了。
<SURNAME/>莫非是在找埋藏金吧。
"
dup:89338d1a015a,"
<SURNAME/>1989年<SURNAME/>△月△△日<SURNAME/>晴
<SURNAME/>吾辈今日续查橿原。
<SURNAME/>前日登山调查致腰痛旧疾加剧。
","
<SURNAME/>1989年<SURNAME/>△月△△日<SURNAME/>晴
<SURNAME/>我辈今天也进行橿原的调查。
<SURNAME/>前几天的登山调查，让老毛病腰痛加剧了。
 || 
<SURNAME/>1989年<SURNAME/>△月△△日<SURNAME/>晴
<SURNAME/>我辈今日也调查橿原。
<SURNAME/>因前几天的登山调查，老毛病腰痛加剧。
"
dup:71197cdb6a67,"<c1d:11/>轰<SURNAME/>大助日记<c1d:1/>
<SURNAME/>橿原于七夕川行动至傍晚，
<SURNAME/>见冈村慌张赶来后，
<SURNAME/>激动返回七姊妹学园。
","<c1d:11/>轰<SURNAME/>大助的日记<c1d:1/>
<SURNAME/>橿原在七夕川忙到傍晚，
<SURNAME/>但冈村慌张赶来后，
<SURNAME/>他兴奋地返回了七姊妹学园。
 || <c1d:11/>轰<SURNAME/>大助的日记<c1d:1/>
<SURNAME/>橿原在七夕川忙到傍晚，
<SURNAME/>慌张的冈村来了后，
<SURNAME/>兴奋地返回七姊妹学园了。
"
dup:9785080a85eb,"<c1d:11/>轰<SURNAME/>大助日记<c1d:1/>
<SURNAME/>乔装家长潜入，见其于中庭石旁，
<SURNAME/>再度热议席尔瓦如何云云。
","<c1d:11/>轰<SURNAME/>大助的日记<c1d:1/>
<SURNAME/>伪装成家长潜入后，在中庭石头旁，
<SURNAME/>又在讨论银怎么了。
 || <c1d:11/>轰<SURNAME/>大助的日记<c1d:1/>
<SURNAME/>伪装成家长潜入，在中庭石头周围，
<SURNAME/>又在谈论Silver如何了。
"
dup:ec622ce2b6d2,"<c1d:11/>轰<SURNAME/>大助日记<c1d:1/>
<SURNAME/>必是在寻埋藏金无疑。
<SURNAME/>若如此，吾辈美梦
<SURNAME/>或可顺带成真矣。
","<c1d:11/>轰<SURNAME/>大助的日记<c1d:1/>
<SURNAME/>果然，一定是在寻找埋藏金。
<SURNAME/>如果那样，希望我辈的梦想
<SURNAME/>也能顺便实现。
 || <c1d:11/>轰<SURNAME/>大助的日记<c1d:1/>
<SURNAME/>果然，一定是在找埋藏金。
<SURNAME/>如果那样，我辈的梦想
<SURNAME/>也顺便想实现呢。
"
dup:529860499fa2,"
<SURNAME/>1989年<SURNAME/>□月□□日<SURNAME/>雨
<SURNAME/>橿原调查今告终。
<SURNAME/>顺带方知其妻为女优。
","
<SURNAME/>1989年<SURNAME/>□月□□日<SURNAME/>雨
<SURNAME/>今天，橿原的调查也结束了。
<SURNAME/>顺便，今天才知道夫人是女演员。
 || 
<SURNAME/>1989年<SURNAME/>□月□□日<SURNAME/>雨
<SURNAME/>今日橿原的调查也结束。
<SURNAME/>顺便，今天才知道夫人是女演员。
"
dup:8972eef6044f,"<c1d:11/>轰<SURNAME/>大助日记<c1d:1/>
<SURNAME/>学园事件后，橿原足不出户。
<SURNAME/>据其妻言，似在热衷执笔写作。
<SURNAME/>然今日携子外出。
","<c1d:11/>轰<SURNAME/>大助的日记<c1d:1/>
<SURNAME/>学校事件后，橿原不再外出。
<SURNAME/>据夫人说，似乎在热心地写作什么。
<SURNAME/>但今天要和儿子外出。
 || <c1d:11/>轰<SURNAME/>大助的日记<c1d:1/>
<SURNAME/>学校那件事以来，橿原不再外出。
<SURNAME/>据夫人说，似乎在热心撰写什么。
<SURNAME/>但今天似乎要和儿子外出。
"
dup:233074c73014,"<c1d:11/>轰<SURNAME/>大助日记<c1d:1/>
<SURNAME/>橿原携子至七姊妹学园，
<SURNAME/>察觉吾辈后仓皇遁入校地。
<SURNAME/>竟识破吾辈天才尾行术!!
","<c1d:11/>轰<SURNAME/>大助的日记<c1d:1/>
<SURNAME/>橿原和儿子来到七姊妹学园，
<SURNAME/>发现我辈后，慌张地消失在校园内。
<SURNAME/>竟能察觉我辈的天才尾随术!!
 || <c1d:11/>轰<SURNAME/>大助的日记<c1d:1/>
<SURNAME/>橿原和儿子来到七姊妹学园，
<SURNAME/>发现我辈，慌张地消失在校园里。
<SURNAME/>竟能察觉我辈天才的尾行术!!
"
dup:d847b95f3dcf,"<c1d:11/>轰<SURNAME/>大助日记<c1d:1/>
<SURNAME/>无奈隐于附近守候，
<SURNAME/>未料橿原竟意外身亡…
<SURNAME/>尾款尚未收取啊…
","<c1d:11/>轰<SURNAME/>大助的日记<c1d:1/>
<SURNAME/>无奈只好躲藏等待，
<SURNAME/>没想到橿原竟以那种方式事故死…
<SURNAME/>委托的尾款还没收到呢…
 || <c1d:11/>轰<SURNAME/>大助的日记<c1d:1/>
<SURNAME/>无奈，决定躲藏附近等待，
<SURNAME/>没想到橿原竟那样事故死了…
<SURNAME/>委托的尾款还没收到呢…
"
dup:e7144a762a71,"
<SURNAME/>哎呀，欢迎光临~。
<SURNAME/>欢迎来到艾特利亚♥
<SURNAME/>那么，今天您想要什么服务呢?","
<SURNAME/>哎呀，欢迎光临〜。
<SURNAME/>欢迎来到艾特利亚♥
<SURNAME/>今天想做什么呢?"
dup:3607e57eafc4,"
<SURNAME/>哎呀呀?
<SURNAME/>但各位看起来很健康呢?
<SURNAME/>应该不需要治疗吧…","
<SURNAME/>哎呀呀?
<SURNAME/>但大家看起来很健康呢?
<SURNAME/>不需要治疗吧…"
dup:7a51bcd2e30b,"
<SURNAME/>明白了。
<SURNAME/>那么那么呃……
<SURNAME/>总共是1200日元。","
<SURNAME/>明白了。
<SURNAME/>那么嗯…
<SURNAME/>总共1200日元。"
dup:e4e08b456642,"
<SURNAME/>咦?<SURNAME/>为什么?
<SURNAME/>莫非你不相信以太美容?
<SURNAME/>信者得救哦。不，是真的啦。","
<SURNAME/>咦?<SURNAME/>为什么?
<SURNAME/>难道不相信以太美容?
<SURNAME/>信者得救哦。不，我是说真的。"
dup:bf7928185ee9,"
<SURNAME/>OK!<SURNAME/>那么请放松身体…<pause:15/>
<SURNAME/>这就是本店独创的美容疗法!
<SURNAME/>以太美容哦!","
<SURNAME/>OK!<SURNAME/>那么放松身体…<pause:15/>
<SURNAME/>这就是本店原创美容!
<SURNAME/>以太美容!"
dup:795cc6c3414a,"
<SURNAME/>哎呀呀呀，
<SURNAME/>但钱好像不够呢…
<SURNAME/>首先得有钱才行啊。抱歉了♥","
<SURNAME/>哎呀呀呀，
<SURNAME/>但钱好像不够呢…
<SURNAME/>首先得有钱才行。抱歉♥"
dup:887e8c5483b6,"
<SURNAME/>身体不舒服的话随时来哦。
<SURNAME/>你也通过以太美容
<SURNAME/>获得美貌和健康吧。","
<SURNAME/>不舒服时随时来哦。
<SURNAME/>你也通过以太美容
<SURNAME/>获得美颜和健康吧。"
dup:2fb668cb9081,无法携带更多,持有数已达上限 || 无法再持有 || 无法持有更多
dup:fe3e5226d235,所持金不足,金钱不足
dup:614807570d1b,愚蠢,愚钝
dup:76886e04bdaf,"
<SURNAME/>我是贝拉多娜〜♪<pause:30/>
<SURNAME/>挑战自身魔物、歌颂武士之歌者〜♪","
<SURNAME/>我是贝拉多娜〜♪<pause:30/>
<SURNAME/>歌颂挑战自身魔物的勇士之歌姬〜♪"
dup:187321829e14,"
<SURNAME/>我是恶魔画师。<pause:30/>
<SURNAME/>描绘人心所居之神与恶魔的画师。","
<SURNAME/>我是恶魔画师。<pause:30/>
<SURNAME/>描绘人心中居住的神与恶魔的画师。"
dup:7d11e8be3b92,"
<SURNAME/>喂，<c12/>…<pause:30/>
<SURNAME/>待在这儿，总感觉…<pause:30/>
<SURNAME/>跟召唤Persona时一个样儿，对吧?","
<SURNAME/>喂，<c12/>…<pause:30/>
<SURNAME/>待在这儿，总感觉…<pause:30/>
<SURNAME/>跟召唤Persona时一个样，对吧？"
dup:d7bb0e045a87,"
<SURNAME/>从自己里头，好像有啥往上涌的感觉，
<SURNAME/>力量喷涌而出似的…","
<SURNAME/>从自己里面，好像有什么东西涌上来，
<SURNAME/>力量喷发出来似的…"
