source_file,string_id,jp,current_dup_content,candidate_counts_json,suggested_content,suggestion_reason
dup:script,dup:a114868ead6c,"
<SURNAME/>あんまりジロジロ見ないでくださいっ!
<SURNAME/>私だって、こんな姿で学校に来たくないですよ。
<SURNAME/>でも、大好きな校長先生ガ休むなって言うから…","
<SURNAME/>别老盯着我看！
<SURNAME/>我也不想这副样子来学校啊。
<SURNAME/>但最喜欢的校长说不准请假…","[[""\n<SURNAME/>别一直盯着我看!\n<SURNAME/>我也不想这样来学校啊。\n<SURNAME/>但最爱的校长说别请假…"", 1], [""\n<SURNAME/>请不要一直盯着我看!\n<SURNAME/>我也不想这副样子来学校的。\n<SURNAME/>但是，我最喜欢的校长先生说不要请假…"", 1], [""\n<SURNAME/>别老盯着我看！\n<SURNAME/>我也不想这副样子来学校啊。\n<SURNAME/>但最喜欢的校长说不准请假…"", 1]]",,
dup:script,dup:a14e888879f3,"
<SURNAME/>伝説の女優、吉川さゆりのポスター。
<SURNAME/>唇の部分ガ、なぜかふやけている…",\n<SURNAME/>传奇女演员，吉川小百合的日历。 \n<SURNAME/>仔细一看，居然是30年前的东西了!! \n<SURNAME/>不知为何，嘴唇部分湿漉漉的…,"[[""\n<SURNAME/>传奇女演员，吉川小百合的日历。 \n<SURNAME/>不知为何，嘴唇部分湿漉漉的…"", 2], [""\n<SURNAME/>传奇女演员，吉川小百合的海报。\n<SURNAME/>不知为何，嘴唇部分湿漉漉的…"", 1]]","
<SURNAME/>传奇女演员，吉川小百合的日历。 
<SURNAME/>不知为何，嘴唇部分湿漉漉的…",position_majority
dup:script,dup:a18746b8634c,"
<SURNAME/>うふふふっ、また新しい噂ネタガ入ったよ。
<SURNAME/>そっちはどうだい?<SURNAME/>新しいネタは入った?
<SURNAME/>それなら僕のネタと交換しようよ。",\n<SURNAME/>唔呼呼，又有新传闻啦。\n<SURNAME/>你那边怎么样?<SURNAME/>有新消息了?\n<SURNAME/>那就来交换吧。,"[[""\n<SURNAME/>唔呵呵，又搞到新传闻啦。\n<SURNAME/>你那边呢？<SURNAME/>有新货没？\n<SURNAME/>有就跟我换呗。"", 1], [""\n<SURNAME/>呵呵呵，又有新八卦进来了。\n<SURNAME/>你那边怎么样？<SURNAME/>有新消息吗？\n<SURNAME/>那我们就交换八卦吧。"", 1], [""\n<SURNAME/>唔呵呵～又搞到新料啦。\n<SURNAME/>你那边呢？<SURNAME/>有新货没？\n<SURNAME/>有就跟我交换呗～"", 1], [""\n<SURNAME/>唔呼呼，又有新传闻啦。\n<SURNAME/>你那边怎么样?<SURNAME/>有新消息了?\n<SURNAME/>那就来交换吧。"", 1]]",,
dup:script,dup:a29b8bd3f57e,"
<SURNAME/>聞きました?<SURNAME/>青華区のクレール・ド・リュンヌで
<SURNAME/>本物の武器を売っているそうッスよ。
<SURNAME/>品揃えはいいけど下取り価格ガ安いそうッス。",\n<SURNAME/>你听说了吗？<SURNAME/>青华区的月光之清\n<SURNAME/>在卖真武器呢。\n<SURNAME/>种类齐全，但回收价非常低就是了。,"[[""\n<SURNAME/>听说了吗?<SURNAME/>在青华区的Claire de Lune，\n<SURNAME/>有卖真正的武器呢。\n<SURNAME/>据说品种齐全但回收价格低呢。"", 1], [""\n<SURNAME/>听说了吗？<SURNAME/>青华区的克蕾尔·德·吕讷\n<SURNAME/>在卖真武器呢。\n<SURNAME/>品种齐全但回收价低。"", 1], [""\n<SURNAME/>听说了吗?<SURNAME/>青华区的克雷尔·德·吕讷\n<SURNAME/>在卖真武器呢。\n<SURNAME/>品种多但回收价低哦。"", 1], [""\n<SURNAME/>你听说了吗？<SURNAME/>青华区的月光之清\n<SURNAME/>在卖真武器呢。\n<SURNAME/>种类齐全，但回收价非常低就是了。"", 1]]",,
dup:script,dup:a7d906128eca,"
<SURNAME/>連続テロの騒ぎガ起きてから、新しい噂話も
<SURNAME/>聞こえなくなってきちゃってね。
<SURNAME/>困ったなぁ…",\n<SURNAME/>自从连环恐怖袭击事件发生后，\n<SURNAME/>连新的传闻都听不到了。\n<SURNAME/>真头疼啊…,"[[""\n<SURNAME/>自从连续恐怖事件发生后，新八卦\n<SURNAME/>也听不到了。\n<SURNAME/>真头疼啊…"", 1], [""\n<SURNAME/>连环恐袭闹开后，\n<SURNAME/>新传闻都听不着了。\n<SURNAME/>愁死人啊…"", 1], [""\n<SURNAME/>自从连环恐怖袭击事件发生后，\n<SURNAME/>连新的传闻都听不到了。\n<SURNAME/>真头疼啊…"", 1]]",,
dup:script,dup:aad23017dc9e,"
<SURNAME/>あしたまでお社にとじこめちゃえば、
<SURNAME/>お姉ちゃん、きっとどこにも行けないよ!!
",\n<SURNAME/>如果把她关在神社直到明天，\n<SURNAME/>大姐姐，就哪里也去不了啦!!\n,"[[""\n<SURNAME/>如果把她关在神社直到明天，\n<SURNAME/>大姐姐，就哪里也去不了啦!!\n"", 1], [""\n<SURNAME/>把你关在神社到明天，\n<SURNAME/>姐姐，就哪儿也去不了啦!!\n"", 1]]",,
dup:script,dup:ab5d9fc3f16f,"
<SURNAME/>今僕の知っているネタは、これで全部だよ。
<SURNAME/>また何か新しい情報ガ手に入ったら、
<SURNAME/>噂交換しよう。約束だよ。",\n<SURNAME/>目前我知道的传闻就这些。\n<SURNAME/>有新消息的话\n<SURNAME/>再来交换吧。约好了哦。,"[[""\n<SURNAME/>现在我知道的传闻就这些了。\n<SURNAME/>如果又搞到新情报，\n<SURNAME/>就交换传闻吧。说定了。"", 1], [""\n<SURNAME/>我现在知道的八卦就这些了。\n<SURNAME/>等有新消息到手，\n<SURNAME/>我们再交换八卦。说定了哦。"", 1], [""\n<SURNAME/>我手头就这些料啦。\n<SURNAME/>等有新情报，\n<SURNAME/>再交换传闻。说定了～"", 1], [""\n<SURNAME/>现在我掌握的传闻，就这些了。\n<SURNAME/>等再有什么新情报到手，\n<SURNAME/>我们再交换传闻吧。说定了。"", 1], [""\n<SURNAME/>目前我知道的传闻就这些。\n<SURNAME/>有新消息的话\n<SURNAME/>再来交换吧。约好了哦。"", 1]]",,
dup:script,dup:abd02cda989f,"
<SURNAME/>這い寄る混沌…<pause:30/>
<SURNAME/>それは一体何者なの…?<pause:30/>
",\n<SURNAME/>伏行之混沌…<pause:30/>\n<SURNAME/>那究竟是什么…?<pause:30/>\n,"[[""\n<SURNAME/>伏行之混沌…<pause:30/>\n<SURNAME/>那到底是什么…?<pause:30/>\n"", 1], [""\n<SURNAME/>伏行之混沌…<pause:30/>\n<SURNAME/>那究竟是什么…?<pause:30/>\n"", 1]]",,
dup:script,dup:ad0d7ced9da5,"
<SURNAME/>時間城にあった伝説の武器は、花らしいんスガ、
<SURNAME/>こともあろうにあの店主、それをどこかの
<SURNAME/>シヨートへアーの女性にあげてしまったそうッス","
<SURNAME/>时间城的传说武器好像是花，
<SURNAME/>可那店主居然把它送给了
<SURNAME/>某个短发女性。","[[""\n<SURNAME/>时间城里的传说武器，好像是花，\n<SURNAME/>那个店主居然把它给了某个\n<SURNAME/>短头发的女人。"", 1], [""\n<SURNAME/>时间城里的传说武器，好像是花，\n<SURNAME/>那个店主居然把它给了某个\n<SURNAME/>短发的女性，听说呢。"", 1], [""\n<SURNAME/>时间城的传说武器是花，\n<SURNAME/>店主竟把它给了个\n<SURNAME/>短发女。"", 1], [""\n<SURNAME/>时间城的传说武器好像是花，\n<SURNAME/>那个店主居然把它给了某个\n<SURNAME/>短发的女人。"", 1], [""\n<SURNAME/>时间城的传说武器好像是花，\n<SURNAME/>可那店主居然把它送给了\n<SURNAME/>某个短发女性。"", 1]]",,
dup:script,dup:adcf444602db,"
<SURNAME/>ユッキーの事は、
<SURNAME/>私から冴子先生に話しておいたわ…
<SURNAME/>先生、信じられないって言ってたけど…","
<SURNAME/>雪野的事，
<SURNAME/>我已经跟冴子老师说了…
<SURNAME/>老师虽然说不相信…","[[""\n<SURNAME/>小雪的事，\n<SURNAME/>我已经跟冴子老师说了…\n<SURNAME/>老师说她不相信…"", 1], [""\n<SURNAME/>小雪的事，\n<SURNAME/>我已经跟冴子老师说了…\n<SURNAME/>老师虽然说不相信…"", 1]]",,
dup:script,dup:ae5d9ef3fe14,"
<SURNAME/>岩戸山にあの口裂け女ガいるそうじゃないッスか。
<SURNAME/>私もよく子供の頃、先生に寄り道すると口裂け女ガ
<SURNAME/>追ってくると、脅されたものッス。",\n<SURNAME/>不是有传闻说岩户山上有裂口女吗？\n<SURNAME/>我小时候也经常被老师吓唬说，如果绕远路的话\n<SURNAME/>就会被裂口女追赶的。,"[[""\n<SURNAME/>岩户山不是有裂口女吗？\n<SURNAME/>我小时候也被老师吓唬：绕路的话\n<SURNAME/>裂口女会追上来呢。"", 1], [""\n<SURNAME/>岩户山有那个裂口女在，不是吗?\n<SURNAME/>我小时候也常被老师威胁说，如果绕路\n<SURNAME/>裂口女会追来呢。"", 1], [""\n<SURNAME/>岩户山上有那个裂口女在，不是吗？\n<SURNAME/>我小时候也常被老师吓唬，说如果绕道，\n<SURNAME/>裂口女会追来。"", 1], [""\n<SURNAME/>岩户山有那个裂口女出没不是吗。\n<SURNAME/>我小时候也常被老师吓唬，说乱逛的话\n<SURNAME/>裂口女会追来呢。"", 1], [""\n<SURNAME/>不是有传闻说岩户山上有裂口女吗？\n<SURNAME/>我小时候也经常被老师吓唬说，如果绕远路的话\n<SURNAME/>就会被裂口女追赶的。"", 1]]",,
dup:script,dup:aec7210c9031,"
<SURNAME/>なんでも時間城にあった伝説の武器は、
<SURNAME/>どこかの幸の薄そうな女性ガ
<SURNAME/>買って行ったそうッスね。",\n<SURNAME/>据说时间城里的传说武器，\n<SURNAME/>被某个命苦的女性\n<SURNAME/>买走了呢。,"[[""\n<SURNAME/>听说时间城里的传说武器，\n<SURNAME/>被某个看起来不幸的女人\n<SURNAME/>买走了呢。"", 1], [""\n<SURNAME/>据说时间城的传说武器，\n<SURNAME/>被某个看起来不幸的女人\n<SURNAME/>买走了呢。"", 1], [""\n<SURNAME/>时间城的传说武器，\n<SURNAME/>被个福薄女人\n<SURNAME/>买走了。"", 1], [""\n<SURNAME/>听说时间城的传说武器，\n<SURNAME/>被某个看起来不幸的女人\n<SURNAME/>买走了。"", 1], [""\n<SURNAME/>据说时间城里的传说武器，\n<SURNAME/>被某个命苦的女性\n<SURNAME/>买走了呢。"", 1]]",,
dup:script,dup:af6455001928,"
<SURNAME/>葛華探偵事務所のたまきちゃんの本業は、
<SURNAME/>デビルサマナー?<SURNAME/>何か特殊な仕事なのかな?
<SURNAME/>そんな職は聞いた事ガ無いガ…まあいいだろう。","
<SURNAME/>葛华侦探事务所的环小姐的本职是，
<SURNAME/>恶魔召唤师？<SURNAME/>是什么特殊工作吗？
<SURNAME/>没听说过这种职业呢…嘛好吧。","[[""\n<SURNAME/>葛叶侦探事务所的环酱本业是，\n<SURNAME/>恶魔召唤师？<SURNAME/>什么特殊工作啊？\n<SURNAME/>没听过这种职业…嘛，好吧。"", 1], [""\n<SURNAME/>葛叶侦探事务所的环小姐的本职是，\n<SURNAME/>恶魔召唤师？<SURNAME/>是什么特殊工作吗？\n<SURNAME/>没听说过这种职业呢…嘛好吧。"", 1]]",,
dup:script,dup:af8da76858d0,"
<SURNAME/>奴らは、様々なハイテク兵器や
<SURNAME/>超人部隊を用意して、時ガ満ちるのを待っている!
","
<SURNAME/>他们准备了各种高科技武器和
<SURNAME/>超人部队，等待时机成熟!
","[[""\n<SURNAME/>他们准备了各种高科技武器和\n<SURNAME/>超人部队，等待时机成熟！\n"", 1], [""\n<SURNAME/>他们准备了各种高科技武器和\n<SURNAME/>超人部队，等待着时机成熟!\n"", 1], [""\n<SURNAME/>他们准备了各种高科技武器和\n<SURNAME/>超人部队，等待时机成熟!\n"", 1]]",,
dup:script,dup:b0a68d64b647,"
<SURNAME/>なんでも蓮華台の時間城で本物の武器を売っている
<SURNAME/>そうッスよ。物騒な話ッスねぇ。
<SURNAME/>なんでも値段は安いガ品質は今一つだそうッス。",\n<SURNAME/>我听说莲华台的时间城在卖真武器。\n<SURNAME/>真是个危险的话题啊。\n<SURNAME/>据说价格很便宜，不过品质很一般就是了。,"[[""\n<SURNAME/>听说莲华台时间城在卖\n<SURNAME/>真武器呢。真危险啊。\n<SURNAME/>据说价格便宜但品质一般。"", 1], [""\n<SURNAME/>听说在莲华台的时间城，有卖真正的武器\n<SURNAME/>呢。真是危险的话题呢。\n<SURNAME/>据说价格便宜但品质一般呢。"", 1], [""\n<SURNAME/>听说在莲华台的时间城在卖真武器\n<SURNAME/>是啊。真是危险的话题呢。\n<SURNAME/>据说价格便宜但品质一般。"", 1], [""\n<SURNAME/>听说莲华台的时间城在卖真\n<SURNAME/>武器呢。真危险哦。\n<SURNAME/>价格便宜但品质一般呢。"", 1], [""\n<SURNAME/>我听说莲华台的时间城在卖真武器。\n<SURNAME/>真是个危险的话题啊。\n<SURNAME/>据说价格很便宜，不过品质很一般就是了。"", 1]]",,
dup:script,dup:b0e527b086d4,"
<SURNAME/>…<pause:30/>
<SURNAME/>え?<SURNAME/>ああ、何でもないの…<pause:30/>
<SURNAME/>大丈夫よ…","
<SURNAME/>…<pause:30/>
<SURNAME/>咦？<SURNAME/>啊，没什么…<pause:30/>
<SURNAME/>没事的…","[[""\n<SURNAME/>…<pause:30/>\n<SURNAME/>诶?<SURNAME/>啊，没什么…<pause:30/>\n<SURNAME/>不要紧的…"", 1], [""\n<SURNAME/>……<pause:30/>\n<SURNAME/>诶？<SURNAME/>啊，没什么……<pause:30/>\n<SURNAME/>没事……"", 1], [""\n<SURNAME/>…<pause:30/>\n<SURNAME/>咦？<SURNAME/>啊，没什么…<pause:30/>\n<SURNAME/>没事的…"", 1]]",,
dup:script,dup:b140ac030f81,"
<SURNAME/>タロットカードは悪魔ガ持っています。
<SURNAME/>彼らガ持っているカードは、
<SURNAME/>その悪魔の種族と同じアルカナのタロットです。","
<SURNAME/>塔罗牌由恶魔持有。
<SURNAME/>他们所持的卡片，
<SURNAME/>是与恶魔种族相同大阿卡那的塔罗牌。","[[""\n<SURNAME/>塔罗牌由恶魔持有。\n<SURNAME/>他们持有的卡，\n<SURNAME/>是同种族的阿尔卡纳塔罗。"", 1], [""\n<SURNAME/>塔罗牌由恶魔持有。\n<SURNAME/>它们携带的卡片，\n<SURNAME/>与其种族同属一个阿尔卡纳。"", 1], [""\n<SURNAME/>塔罗牌由恶魔持有。\n<SURNAME/>他们所持的卡片，\n<SURNAME/>是与恶魔种族相同大阿卡那的塔罗牌。"", 1]]",,
dup:script,dup:b2d9bd38bc3c,"
<SURNAME/>私は、ペルソナを24体まで預ることガできます。
<SURNAME/>もちろん、新しく召喚したペルソナだけでなく、
<SURNAME/>それまで所持していたペルソナも預りますぞ。","
<SURNAME/>我可保管多达24个Persona。
<SURNAME/>不仅新召唤的Persona，
<SURNAME/>之前持有的也能保管。","[[""\n<SURNAME/>我可保管24体Persona。\n<SURNAME/>不仅新召唤的，\n<SURNAME/>原有Persona也保管。"", 1], [""\n<SURNAME/>我最多可保管24体Persona。\n<SURNAME/>不仅限于新召唤的，\n<SURNAME/>既有Persona也可托管。"", 1], [""\n<SURNAME/>我可保管多达24个Persona。\n<SURNAME/>不仅新召唤的Persona，\n<SURNAME/>之前持有的也能保管。"", 1]]",,
dup:script,dup:b5b79967f773,"
<SURNAME/>早くしなきゃ私まで奇病になっちゃう!<pause:10/>
<SURNAME/>お願いします、職員室の紋章も壊してきて!",<SURNAME/>不抓紧时间的话连我也要患上怪病了!<pause:10/> <SURNAME/>拜托了，把职员室的徽章也破坏掉!,"[[""\n<SURNAME/>动作不快点的话、连我也会得怪病的!<pause:10/>\n<SURNAME/>求您了，把职员室的徽章也破坏掉!"", 1], [""\n<SURNAME/>不抓紧时间的话连我也要患上怪病了!<pause:10/>\n\n<SURNAME/>拜托了，把职员室的纹章也破坏掉吧!"", 1]]",,
dup:script,dup:b5fac355c9bf,"
<SURNAME/>私は寿司貴族のメンバーっス。
<SURNAME/>寿司好き同好会「寿司貴族」は、
<SURNAME/>ここを情報交換の場にしてるっス。",\n<SURNAME/>我是寿司爱好者同好会「寿司贵族」的成员，\n<SURNAME/>我们「寿司贵族」\n<SURNAME/>都把这里当作交换情报的场所。,"[[""\n<SURNAME/>我是寿司贵族的成员。\n<SURNAME/>寿司爱好者同好会「寿司贵族」，\n<SURNAME/>把这里当作情报交换的场所。"", 1], [""\n<SURNAME/>我是寿司贵族成员的说。\n<SURNAME/>寿司同好会“寿司贵族”，\n<SURNAME/>把这儿当情报交换据点的说。"", 1], [""\n<SURNAME/>我是寿司贵族的一员。\n<SURNAME/>寿司爱好者同好会「寿司贵族」，\n<SURNAME/>把这里当作情报交换的场所。"", 1], [""\n<SURNAME/>我是寿司爱好者同好会「寿司贵族」的成员，\n<SURNAME/>我们「寿司贵族」\n<SURNAME/>都把这里当作交换情报的场所。"", 1]]",,
dup:script,dup:b6f7409f95b3,"
<SURNAME/>このソエジマのバイクさ、
<SURNAME/><c12/>ガ自分でメンテしたりしてんだろ?
<SURNAME/>メカに強いって噂は本当だったんだな。",\n<SURNAME/>这辆副岛摩托，\n<SURNAME/>是<c12/>你自己保养的吧？\n<SURNAME/>看来你擅长机械的传闻是真的。,"[[""<SURNAME/>这副岛的摩托，\n<SURNAME/>是<c12/>你自己保养的吧？\n<SURNAME/>看来你擅长机械这传闻是真的。"", 1], [""\n<SURNAME/>这辆副岛摩托，\n<SURNAME/>是<c12/>你自己保养的吧？\n<SURNAME/>看来你擅长机械的传闻是真的。\n"", 1]]",,
dup:script,dup:b72c943a0ebf,"
<SURNAME/>リサ…泣いてるう…<pause:30/>
<SURNAME/>どうでも…いいかなぁ…
","
<SURNAME/>丽莎…在哭呢…<pause:30/>
<SURNAME/>怎样都…行了吧…
","[[""\n<SURNAME/>丽莎…在哭…<pause:30/>\n<SURNAME/>怎样都…无所谓了…\n"", 1], [""\n<SURNAME/>丽莎…在哭呢…<pause:30/>\n<SURNAME/>怎样都…无所谓啦…\n"", 1], [""\n<SURNAME/>丽莎…在哭呢…<pause:30/>\n<SURNAME/>怎样都…行了吧…\n"", 1]]",,
dup:script,dup:b75968de7c1f,"
<SURNAME/>ま、当然だよなァ。今日日、マルチタレントとして
<SURNAME/>大活躍中のこのブラウン様を知らないなんて奴は
<SURNAME/>いないよなァ。じゃ本名で自己紹介だ。","
<SURNAME/>嘛~理所当然啦~当今最红的
<SURNAME/>全能艺人布朗大人怎么可能有人不认识~
<SURNAME/>那就用本名自我介绍了~","[[""\n<SURNAME/>嘛，当然啦。现如今，作为多才艺人\n<SURNAME/>大活跃中的这位史棕大人，不知道的家伙\n<SURNAME/>不存在吧。那么用本名自我介绍吧。"", 1], [""\n<SURNAME/>嘛~理所当然啦~当今最红的\n<SURNAME/>全能艺人史棕大人怎么可能有人不认识~\n<SURNAME/>那就用本名自我介绍了~"", 1]]",,
dup:script,dup:b78b4ec2a1b1,"
<SURNAME/>だって、キミたちガ追いかけてる相手は
<SURNAME/>ジヨーカー本人なんでしょ?
<SURNAME/>もし捕まえられたら、すごい特ダネじゃない!
",\n<SURNAME/>因为，你们追查的对象\n<SURNAME/>就是JOKER本人对吧?\n<SURNAME/>要是能抓到，不就是超劲爆的独家新闻嘛!\n,"[[""\n<SURNAME/>因为，你们追查的对象\n<SURNAME/>就是JOKER本人对吧?\n<SURNAME/>要是能抓到，不就是超劲爆的独家新闻嘛!\n"", 1], [""\n<SURNAME/>因为，你们追的是\n<SURNAME/>小丑本人对吧?\n<SURNAME/>如果抓到了，不是大新闻吗!\n"", 1]]",,
dup:script,dup:bae2bcff8aed,"
<SURNAME/>あの人も、やっぱ仮面党員なのかな?
<SURNAME/>…でも、ちょっとカッコよくなかった?
<SURNAME/>もちろん、<c13/>の方ガ断然上だけどね♥
","
<SURNAME/>那人也是假面党员吗?
<SURNAME/>…不过，还挺帅的吧?
<SURNAME/>当然，<c13/>更胜一筹啦♥
","[[""\n<SURNAME/>那人也是假面党员?\n<SURNAME/>…不过挺帅的耶~\n<SURNAME/>当然<c13/>更棒啦♥\n"", 2], [""\n<SURNAME/>那个人，果然也是假面党员吧?\n<SURNAME/>…不过，不是挺帅的吗?\n<SURNAME/>当然，<c13/>绝对更棒啦♥\n"", 2], [""\n<SURNAME/>那人也是假面党员吗?\n<SURNAME/>…不过，还挺帅的吧?\n<SURNAME/>当然，<c13/>更胜一筹啦♥\n"", 1]]",,
dup:script,dup:bae55acc5dd1,"
<SURNAME/>召喚したペルソナを戦闘で発動させるには、
<SURNAME/>貴方自身に降魔することガ必要です。
<SURNAME/>ペルソナカードを持っているだけではダメですぞ","
<SURNAME/>要在战斗中发动Persona，
<SURNAME/>必须将其降魔于自身。
<SURNAME/>仅持卡片是不够的。","[[""\n<SURNAME/>要在战斗中发动召唤的Persona，\n<SURNAME/>需要您自身降魔。\n<SURNAME/>仅持有Persona卡片是不够的。"", 1], [""\n<SURNAME/>要在战斗中发动Persona，\n<SURNAME/>必须将其降魔于自身。\n<SURNAME/>仅持有卡片是无效的。"", 1], [""\n<SURNAME/>要在战斗中发动Persona，\n<SURNAME/>必须将其降魔于自身。\n<SURNAME/>仅持卡片是不够的。"", 1]]",,
dup:script,dup:bbe815847989,"
<SURNAME/>なんせワシは社長になったんだから、
<SURNAME/>ケチケチした事言ってちゃいかんわなぁ。<pause:15/>
<SURNAME/>おう、親父。シャリは小さめで頼むわ。ガハハ!",\n<SURNAME/>我都当上社长了，\n<SURNAME/>可不能再说那些小气吧唧的话了呀。<pause:15/>\n<SURNAME/>喂，老板，给我盛少点饭啊。哇哈哈!,"[[""\n<SURNAME/>毕竟我当上社长了，\n<SURNAME/>可不能小气巴拉的了。<pause:15/>\n<SURNAME/>喂，老板。米饭少点啊。嘎哈哈!"", 1], [""\n<SURNAME/>毕竟我当上社长了，\n<SURNAME/>可不能小气吧啦的。<pause:15/>\n<SURNAME/>喂，老板。醋饭少点啊。嘎哈哈!"", 1], [""\n<SURNAME/>我都当上社长了，\n<SURNAME/>可不能再说那些小气吧唧的话了呀。<pause:15/>\n<SURNAME/>喂，老板，给我盛少点饭啊。哇哈哈!"", 1]]",,
dup:script,dup:be82fd6945f5,"
<SURNAME/>ここのエンブレムは、もう全部処分したよ。
<SURNAME/>さあ次はどこだい?",<SURNAME/>这里的校徽都处理完了。 <SURNAME/>接下来去哪儿?,"[[""\n<SURNAME/>这里的校徽，已经全部处理掉了。\n<SURNAME/>那么接下来是哪里呢?"", 1], [""\n<SURNAME/>这里的校徽都处理完了。 \n<SURNAME/>接下来去哪儿?"", 1]]","
<SURNAME/>这里的校徽都处理完了。 
<SURNAME/>接下来去哪儿?",latest_merged_pr
dup:script,dup:bf4abc8cf903,"
<SURNAME/>イン・ラケチ…ガははは、素晴らしいじゃないか。
<SURNAME/>このつまらん地上ガ滅亡し、我々は新人類として、
<SURNAME/>新しい道を歩む。これこそ真の理想だ。ガはは",\n<SURNAME/>In Lak'ech…哇哈哈哈，不是挺棒的吗。\n<SURNAME/>等这个无聊的地上世界灭亡了，我们就作为新人类\n<SURNAME/>踏上新的道路。这才是真正的理想啊。哇哈哈,"[[""\n<SURNAME/>《イン・ラケチ》…嘎哈哈哈，太棒了不是吗。\n<SURNAME/>这无聊的地上世界灭亡，我们作为新人类，\n<SURNAME/>踏上新的道路。这才是真正的理想啊。嘎哈哈"", 1], [""\n<SURNAME/>In Lak'ech…嘎哈哈，太棒了。\n<SURNAME/>这无聊的地上世界灭亡，我们作为新人类，\n<SURNAME/>踏上新道路。这才是真正的理想。嘎哈哈"", 1], [""\n<SURNAME/>In Lak'ech…哇哈哈哈，不是挺棒的吗。\n<SURNAME/>等这个无聊的地上世界灭亡了，我们就作为新人类\n<SURNAME/>踏上新的道路。这才是真正的理想啊。哇哈哈"", 1]]",,
dup:script,dup:bfccd7047483,"
<SURNAME/>吉川さゆりのブロマイドに紛れて…<pause:60/>
<SURNAME/>吉川さゆりの切りぬきガあった…",\n<SURNAME/>在成堆的吉川小百合的写真照里头……<pause:60/>\n<SURNAME/>竟还夹杂着一张吉川小百合的剪报……,"[[""\n<SURNAME/>在成堆的吉川小百合的写真照里头……<pause:60/>\n<SURNAME/>竟还夹杂着一张吉川小百合的剪报……"", 1], [""\n<SURNAME/>在吉川小百合的照片中…<pause:60/>\n<SURNAME/>找到了混在其中的小百合的剪报…"", 1], [""\n<SURNAME/>在吉川小百合的照片中混着…<pause:60/>\n<SURNAME/>有吉川小百合的剪报…"", 1]]",,
dup:script,dup:c0c8a726af00,"
<SURNAME/>奴自身、言外にそう言っている!<pause:30/>
<SURNAME/>マヤの呪術師から魔術を学び、
<SURNAME/>世界中の遺跡の秘密を求めた不死身の魔術師!
","
<SURNAME/>他自己，言外之意就是这么说的!<pause:30/>
<SURNAME/>从玛雅咒术师那里学习魔术，
<SURNAME/>寻求世界各地遗迹秘密的不死魔术师!
","[[""\n<SURNAME/>他自己，言外之意就是这么说的！<pause:30/>\n<SURNAME/>他从玛雅咒术师那里学习魔术，\n<SURNAME/>追求世界各地遗迹秘密的不死魔术师！\n"", 1], [""\n<SURNAME/>他自己，言外之意就是这么说的!<pause:30/>\n<SURNAME/>从玛雅咒术师那里学习魔术，\n<SURNAME/>追求世界各地遗迹秘密的不死魔术师!\n"", 1], [""\n<SURNAME/>他自己，言外之意就是这么说的!<pause:30/>\n<SURNAME/>从玛雅咒术师那里学习魔术，\n<SURNAME/>寻求世界各地遗迹秘密的不死魔术师!\n"", 1]]",,
dup:script,dup:c1f10068be4c,"
<SURNAME/>そういうアンタは、ジヨーカーの力で
<SURNAME/>なにを手に入れたんだい!?
",\n<SURNAME/>那你呢，你靠JOKER的力量 \n<SURNAME/>又得到了什么!?\n,"[[""\n<SURNAME/>那你用JOKER的力量\n<SURNAME/>又得到了什么?!\n"", 1], [""\n<SURNAME/>那你用JOKER的力量\n<SURNAME/>又得到了什么!?\n"", 1]]",,
dup:script,dup:c2dd5f835586,"
<SURNAME/><c1d:9/>時限発火装置ガ入っているだけだ。<c1d:1/>
",\n<SURNAME/><c1d:9/>里面只有定时点火装置。<c1d:1/>\n,"[[""\n<SURNAME/><c1d:9/>里面只有定时点火装置。<c1d:1/>\n"", 13], [""\n<SURNAME/><c1d:9/>只有定时点火装置。<c1d:1/>\n"", 4], [""\n<SURNAME/><c1d:9/>只有定时点火装置在里面。<c1d:1/>\n"", 1], [""\n<SURNAME/><c1d:9/>只是装着定时点火装置而已。<c1d:1/>\n"", 1]]","
<SURNAME/><c1d:9/>里面只有定时点火装置。<c1d:1/>
",position_majority
dup:script,dup:c68b23359dcd,"
<SURNAME/>まぁ、ちょっとローカルなネタだけど、
<SURNAME/>せっかく教えてくれたんだから今回はサービス。
<SURNAME/>こっちのネタも教えてあげるよ。",\n<SURNAME/>嘛，虽是小道消息，\n<SURNAME/>既然你都告诉我了，那这次就算你免费。\n<SURNAME/>我把我知道的传闻也告诉你吧。,"[[""\n<SURNAME/>嘛，虽然是小道消息，\n<SURNAME/>但看在你分享的份上破例。\n<SURNAME/>这个情报免费送你啦。"", 1], [""\n<SURNAME/>嘛，虽然是个本地消息，\n<SURNAME/>但既然你告诉我了，这次就免费。\n<SURNAME/>我也告诉你个消息吧。"", 1], [""\n<SURNAME/>嘛～虽说是本地小料，\n<SURNAME/>但你好心告诉我，这次特别服务。\n<SURNAME/>这个传闻也告诉你吧。"", 1], [""\n<SURNAME/>嘛，虽然是个本地的小传闻，\n<SURNAME/>但难得你告诉我，这次就免费服务。\n<SURNAME/>我也告诉你一个传闻吧。"", 1], [""\n<SURNAME/>嘛，虽是小道消息，\n<SURNAME/>既然你都告诉我了，那这次就算你免费。\n<SURNAME/>我把我知道的传闻也告诉你吧。"", 1]]",,
