classification,source_file,string_id,local_path,jp,local_content,candidate_contents_json,merged_contents_json
local_conflict_review,script:373_8,script:373_8:diag0,frontend/public/games/p2is/groups/script_373_8.json,"
<SURNAME/>じゃあねー
<SURNAME/>バイバーイ!
","
<SURNAME/>那就这样啦
<SURNAME/>拜拜!
","[""\\n<SURNAME/>那回头见啦\\n<SURNAME/>拜拜!\\n""]","[""\\n<SURNAME/>那回头见啦\\n<SURNAME/>拜拜!\\n""]"
local_conflict_review,script:373_8,script:373_8:diag10,frontend/public/games/p2is/groups/script_373_8.json,"
<SURNAME/>ち、ちガうよ…!!<pause:30/>
<SURNAME/>お、おじさん…<pause:30/>
<SURNAME/>おじさんだよ!!
","
<SURNAME/>不、不对…!!<pause:30/>
<SURNAME/>是、是叔叔…<pause:30/>
<SURNAME/>是叔叔啊!!
","[""\\n<SURNAME/>不、不对…!!<pause:30/>\\n<SURNAME/>是、是我伯父…<pause:30/>\\n<SURNAME/>是我伯父啊!!\\n""]","[""\\n<SURNAME/>不、不对…!!<pause:30/>\\n<SURNAME/>是、是我伯父…<pause:30/>\\n<SURNAME/>是我伯父啊!!\\n""]"
local_conflict_review,script:373_8,script:373_8:diag3,frontend/public/games/p2is/groups/script_373_8.json,"
<SURNAME/>淳クンのお母さんは、迎えに来ないの?
","
<SURNAME/>淳君的妈妈不来接你吗？
","[""\\n<SURNAME/>淳君的妈妈，不来接你吗？\\n""]","[""\\n<SURNAME/>淳君的妈妈，不来接你吗？\\n""]"
local_conflict_review,script:373_8,script:373_8:diag4,frontend/public/games/p2is/groups/script_373_8.json,"
<SURNAME/>………<pause:30/>
<SURNAME/>お姉ちゃんガママだったら…<pause:30/>
<SURNAME/>よかったのに…
","
<SURNAME/>………<pause:30/>
<SURNAME/>如果姐姐是妈妈的话…<pause:30/>
<SURNAME/>该多好…
","[""\\n<SURNAME/>………<pause:30/>\\n<SURNAME/>如果大姐姐是妈妈的话…<pause:30/>\\n<SURNAME/>那该多好…\\n""]","[""\\n<SURNAME/>………<pause:30/>\\n<SURNAME/>如果大姐姐是妈妈的话…<pause:30/>\\n<SURNAME/>那该多好…\\n""]"
local_conflict_review,script:373_8,script:373_8:diag5,frontend/public/games/p2is/groups/script_373_8.json,"
<SURNAME/>ママは…ママは僕のことキライなんだ…<pause:30/>
<SURNAME/>でも、パパはすごいすてきなパパなんだ!
<SURNAME/>ほんとだよ!","
<SURNAME/>妈妈…妈妈讨厌我…<pause:30/>
<SURNAME/>但爸爸是超棒的爸爸!
<SURNAME/>真的哦!","[""\\n<SURNAME/>妈妈…妈妈讨厌我…<pause:30/>\\n<SURNAME/>但是，爸爸是超棒的爸爸!\\n<SURNAME/>真的哦!""]","[""\\n<SURNAME/>妈妈…妈妈讨厌我…<pause:30/>\\n<SURNAME/>但是，爸爸是超棒的爸爸!\\n<SURNAME/>真的哦!""]"
local_conflict_review,script:373_8,script:373_8:diag6,frontend/public/games/p2is/groups/script_373_8.json,"
<SURNAME/>そっか…<pause:30/>
<SURNAME/>じゃあ、お姉ちゃんと帰ろっか!
","
<SURNAME/>这样啊…<pause:30/>
<SURNAME/>那和姐姐一起回家吧!
","[""\\n<SURNAME/>这样啊…<pause:30/>\\n<SURNAME/>那和大姐姐一起回家吧!\\n""]","[""\\n<SURNAME/>这样啊…<pause:30/>\\n<SURNAME/>那和大姐姐一起回家吧!\\n""]"
local_conflict_review,script:374_8,script:374_8:diag11,frontend/public/games/p2is/groups/script_374_8.json,"
<SURNAME/>無実の罪か…<pause:30/>
<SURNAME/>そのつもりはなくても、知らず知らずに
<SURNAME/>人を傷つけちゃうのガ人間なのね…
","
<SURNAME/>无辜的罪过吗…<pause:30/>
<SURNAME/>即使不是故意的，不知不觉中
<SURNAME/>伤害到别人，这就是人类呢…
","[""\\n<SURNAME/>无辜的罪过吗…<pause:30/>\\n<SURNAME/>即使不是故意的，也在不知不觉中\\n<SURNAME/>伤害到了别人，这就是人类呢…\\n""]","[""\\n<SURNAME/>无辜的罪过吗…<pause:30/>\\n<SURNAME/>即使不是故意的，也在不知不觉中\\n<SURNAME/>伤害到了别人，这就是人类呢…\\n""]"
local_conflict_review,script:374_8,script:374_8:diag12,frontend/public/games/p2is/groups/script_374_8.json,"
<SURNAME/>淳のおじさんか…<pause:30/>
<SURNAME/>俺らガ知ってる親父さんに、よく似てんな。
<SURNAME/>タイプは全然違うけどよ。
","
<SURNAME/>淳的伯父啊…<pause:30/>
<SURNAME/>跟我们认识的老爹，挺像的嘛。
<SURNAME/>虽然完全不同类型啦。
","[""\\n<SURNAME/>淳的伯父啊…<pause:30/>\\n<SURNAME/>跟我们认识的他的老爹，挺像的嘛。\\n<SURNAME/>虽然风格完全不一样。\\n""]","[""\\n<SURNAME/>淳的伯父啊…<pause:30/>\\n<SURNAME/>跟我们认识的他的老爹，挺像的嘛。\\n<SURNAME/>虽然风格完全不一样。\\n""]"
local_conflict_review,script:374_8,script:374_8:diag13,frontend/public/games/p2is/groups/script_374_8.json,"
<SURNAME/>ここで見たのガ淳のおじさんでよ、
<SURNAME/>地下9階だかで見たのガ、淳の親父さんなんだろ?<pause:30/>
<SURNAME/>みんな、一体どうしちまったんだよ?
","
<SURNAME/>在这里看到的是淳的伯父吧，
<SURNAME/>在地下9层之类地方看到的，是淳的老爹吧?<pause:30/>
<SURNAME/>大家，到底怎么回事啊?
","[""\\n<SURNAME/>在这里看到的是淳的伯父吧，\\n<SURNAME/>在地下9层之类地方看到的，是淳的老爹吧?<pause:30/>\\n<SURNAME/>大家，到底怎么回事啊?\\n""]","[""\\n<SURNAME/>在这里看到的是淳的伯父吧，\\n<SURNAME/>在地下9层之类地方看到的，是淳的老爹吧?<pause:30/>\\n<SURNAME/>大家，到底怎么回事啊?\\n""]"
local_conflict_review,script:374_8,script:374_8:diag2,frontend/public/games/p2is/groups/script_374_8.json,"
<SURNAME/>そうだ…<pause:30/>
<SURNAME/>舞耶姉さんは、母さんじゃない…
","
<SURNAME/>对了…<pause:30/>
<SURNAME/>舞耶姐不是妈妈…
","[""\\n<SURNAME/>对了…<pause:30/>\\n<SURNAME/>舞耶姐她，不是我妈妈…\\n""]","[""\\n<SURNAME/>对了…<pause:30/>\\n<SURNAME/>舞耶姐她，不是我妈妈…\\n""]"
local_conflict_review,script:374_8,script:374_8:diag5,frontend/public/games/p2is/groups/script_374_8.json,"
<SURNAME/>あれ…?<SURNAME/>なんかおかしいよ…?<pause:30/>
<SURNAME/>イン・ラケチを書いたのは、淳のお父さんだよね?
<SURNAME/>そして、時計台で死んだのも、それを書いた人…
","
<SURNAME/>咦…?<SURNAME/>有点奇怪啊…?<pause:30/>
<SURNAME/>写《因·拉凯奇》的，是淳的爸爸对吧?
<SURNAME/>而且，在钟楼死掉的，也是写它的人…
","[""\\n<SURNAME/>咦…?<SURNAME/>有点奇怪啊…?<pause:30/>\\n<SURNAME/>写In Lak'ech这本书的，是淳的爸爸对吧?\\n<SURNAME/>而且，在钟楼死掉的，也是写它的人…\\n""]","[""\\n<SURNAME/>咦…?<SURNAME/>有点奇怪啊…?<pause:30/>\\n<SURNAME/>写In Lak'ech这本书的，是淳的爸爸对吧?\\n<SURNAME/>而且，在钟楼死掉的，也是写它的人…\\n""]"
local_conflict_review,script:374_8,script:374_8:diag7,frontend/public/games/p2is/groups/script_374_8.json,"
<SURNAME/>わたしたちガ、10年前とカラコルで会った
<SURNAME/>淳のお父さんは、地下9階で見た人…
","
<SURNAME/>我们在10年前的卡拉克尔遇到的
<SURNAME/>淳的爸爸，是在地下9层看到的人…
","[""\\n<SURNAME/>我们，在10年前的卡拉科尔遇到的\\n<SURNAME/>淳的爸爸，是在地下9层见到的人…\\n""]","[""\\n<SURNAME/>我们，在10年前的卡拉科尔遇到的\\n<SURNAME/>淳的爸爸，是在地下9层见到的人…\\n""]"
local_conflict_review,script:374_8,script:374_8:diag8,frontend/public/games/p2is/groups/script_374_8.json,"
<SURNAME/>でも、イン・ラケチを書いたのは、
<SURNAME/>時計台で見た幽霊の人…<pause:30/>
<SURNAME/>どっちも淳のお父さんって…こと…?
","
<SURNAME/>但是，写《因·拉凯奇》的，
<SURNAME/>是在钟楼看到的幽灵…<pause:30/>
<SURNAME/>两个都是淳的爸爸…吗…?
","[""\\n<SURNAME/>但是，写In Lak'ech的，\\n<SURNAME/>是在钟楼看到的幽灵…<pause:30/>\\n<SURNAME/>两个都是淳的爸爸…吗…?\\n""]","[""\\n<SURNAME/>但是，写In Lak'ech的，\\n<SURNAME/>是在钟楼看到的幽灵…<pause:30/>\\n<SURNAME/>两个都是淳的爸爸…吗…?\\n""]"
local_conflict_review,script:375_8,script:375_8:diag1,frontend/public/games/p2is/groups/script_375_8.json,"
<SURNAME/>そうだね…4つのドクロガ手元にあるとはいえ、
<SURNAME/>ヒトラーガ持っているドクロだけでも、
<SURNAME/>かなりの量のイデアルエナジーガ蓄積されてる…
","
<SURNAME/>是啊…虽然我们手上有四个头骨，
<SURNAME/>但光是希特勒拿着的头骨，
<SURNAME/>就积累了大量的理想能量…
","[""\\n<SURNAME/>是啊…虽然我们手上有4个骷髅，\\n<SURNAME/>但光是希特勒拿着的骷髅，\\n<SURNAME/>就积累了大量的理想能量…\\n""]","[""\\n<SURNAME/>是啊…虽然我们手上有4个骷髅，\\n<SURNAME/>但光是希特勒拿着的骷髅，\\n<SURNAME/>就积累了大量的理想能量…\\n""]"
local_conflict_review,script:375_8,script:375_8:diag15,frontend/public/games/p2is/groups/script_375_8.json,"
<SURNAME/>ということは<c13/>クンも、
<SURNAME/>追いつくまでまだ距離ガあるって、思うんだよね?
","
<SURNAME/>也就是说<c13/>君也，
<SURNAME/>认为追上之前还有距离，对吧?
","[""\\n<SURNAME/>也就是说<c13/>君也，\\n<SURNAME/>认为在追上之前还有一点距离，对吧?\\n""]","[""\\n<SURNAME/>也就是说<c13/>君也，\\n<SURNAME/>认为在追上之前还有一点距离，对吧?\\n""]"
local_conflict_review,script:375_8,script:375_8:diag23,frontend/public/games/p2is/groups/script_375_8.json,"
<SURNAME/>そんなこと考えたとこで、
<SURNAME/>思った通りになるわけないじゃん?
<SURNAME/>なんか意味あるのかなぁ?
","
<SURNAME/>想那些有的没的，
<SURNAME/>事情也不会按你想的发展吧？
<SURNAME/>有啥意义啊？
","[""\\n<SURNAME/>想那些有的没的，\\n<SURNAME/>事情也不会按你想的发展吧？\\n<SURNAME/>这有什么意义啊？\\n""]","[""\\n<SURNAME/>想那些有的没的，\\n<SURNAME/>事情也不会按你想的发展吧？\\n<SURNAME/>这有什么意义啊？\\n""]"
local_conflict_review,script:375_8,script:375_8:diag26,frontend/public/games/p2is/groups/script_375_8.json,"
<SURNAME/>さっきイン・ラケチを見てみたら、
<SURNAME/>マヤの神話のシバルバーって、9階[?2174]なんだって。
<SURNAME/>ここもそうなのかしら?
","
<SURNAME/>刚才查了In Lak'ech，
<SURNAME/>玛雅神话的希巴尔巴有9层呢。
<SURNAME/>这里也一样吗？
","[""\\n<SURNAME/>刚才看了In Lak'ech，\\n<SURNAME/>玛雅神话中的希巴尔巴有9层呢。\\n<SURNAME/>这里也一样吗？\\n""]","[""\\n<SURNAME/>刚才看了In Lak'ech，\\n<SURNAME/>玛雅神话中的希巴尔巴有9层呢。\\n<SURNAME/>这里也一样吗？\\n""]"
merged_versions_conflict,script:375_8,script:375_8:diag27,frontend/public/games/p2is/groups/script_375_8.json,"
<SURNAME/>オゥケイ<SURNAME/>エブリバデ!
<SURNAME/>クイズだったら、
<SURNAME/>このミッシェル様にまかせてプリーズ!
","
<SURNAME/>Okay<SURNAME/>every day!
<SURNAME/>如果是测验的话，
<SURNAME/>请交给这个米切大人吧！
","[""\\n<SURNAME/>Okay<SURNAME/>Everybody!\\n<SURNAME/>如果是猜谜的话，\\n<SURNAME/>就交给我米歇尔大人吧！\\n"", ""\\n<SURNAME/>Okay<SURNAME/>Everybody!\\n<SURNAME/>如果是测验的话，\\n<SURNAME/>就交给我米歇尔大人吧！\\n""]","[""\\n<SURNAME/>Okay<SURNAME/>Everybody!\\n<SURNAME/>如果是猜谜的话，\\n<SURNAME/>就交给我米歇尔大人吧！\\n"", ""\\n<SURNAME/>Okay<SURNAME/>Everybody!\\n<SURNAME/>如果是测验的话，\\n<SURNAME/>就交给我米歇尔大人吧！\\n""]"
local_conflict_review,script:375_8,script:375_8:diag29,frontend/public/games/p2is/groups/script_375_8.json,"
<SURNAME/>言われてみりゃ天の川からこっち、
<SURNAME/>俺らガ思う悪いことばっか、
<SURNAME/>立て続けに起こってたもんな。
","
<SURNAME/>说起来从银河到这里，
<SURNAME/>咱们想到的坏事
<SURNAME/>接二连三发生啊。
","[""\\n<SURNAME/>说起来从天河到这里，\\n<SURNAME/>咱们想到的坏事\\n<SURNAME/>接二连三发生啊。\\n""]","[""\\n<SURNAME/>说起来从天河到这里，\\n<SURNAME/>咱们想到的坏事\\n<SURNAME/>接二连三发生啊。\\n""]"
local_conflict_review,script:375_8,script:375_8:diag30,frontend/public/games/p2is/groups/script_375_8.json,"
<SURNAME/>どういうことだろう…<pause:30/>
<SURNAME/>舞耶姉さんガ、なんの意味もなく、
<SURNAME/>あんなこと言うはずない…
","
<SURNAME/>怎么回事呢…<pause:30/>
<SURNAME/>舞耶姐姐不可能
<SURNAME/>毫无意义说那种话的…
","[""\\n<SURNAME/>怎么回事呢…<pause:30/>\\n<SURNAME/>舞耶姐不可能\\n<SURNAME/>毫无意义地说出那种话的…\\n""]","[""\\n<SURNAME/>怎么回事呢…<pause:30/>\\n<SURNAME/>舞耶姐不可能\\n<SURNAME/>毫无意义地说出那种话的…\\n""]"
local_conflict_review,script:375_8,script:375_8:diag31,frontend/public/games/p2is/groups/script_375_8.json,"
<SURNAME/>全てガ悪い夢であったら救われる…<pause:30/>
<SURNAME/>僕ガそう思うのは、自分の罪から逃れたいという
<SURNAME/>甘えだね…
","
<SURNAME/>如果全是噩梦该多好…<pause:30/>
<SURNAME/>我这么想不过是
<SURNAME/>逃避罪责的软弱罢了…
","[""\\n<SURNAME/>如果这一切全是噩梦该多好…<pause:30/>\\n<SURNAME/>我会这么想不过是\\n<SURNAME/>想要逃避罪责的软弱罢了…\\n""]","[""\\n<SURNAME/>如果这一切全是噩梦该多好…<pause:30/>\\n<SURNAME/>我会这么想不过是\\n<SURNAME/>想要逃避罪责的软弱罢了…\\n""]"
local_conflict_review,script:376_8,script:376_8:diag0,frontend/public/games/p2is/groups/script_376_8.json,"
<SURNAME/>これ、舞耶ちゃんガ言った通りってこと!?
<SURNAME/>係咩…(ハイメ)
<SURNAME/>なんでわかったの?
","
<SURNAME/>这、这就是舞耶酱说的情况！？
<SURNAME/>这样啊…
<SURNAME/>你怎么知道的？
","[""\\n<SURNAME/>这、舞耶酱说的对啊！？\\n<SURNAME/>係咩…(hai6 me1)\\n<SURNAME/>你怎么知道的？\\n""]","[""\\n<SURNAME/>这、舞耶酱说的对啊！？\\n<SURNAME/>係咩…(hai6 me1)\\n<SURNAME/>你怎么知道的？\\n""]"
local_conflict_review,script:376_8,script:376_8:diag1,frontend/public/games/p2is/groups/script_376_8.json,"
<SURNAME/>フロイライン…<pause:30/>
<SURNAME/>どうやら、このシバルバーの秘密に
<SURNAME/>気づき始めたようだな…
","
<SURNAME/>小姐…<pause:30/>
<SURNAME/>看来你已开始察觉
<SURNAME/>这希巴尔巴的秘密了…
","[""\\n<SURNAME/>这位小姐…<pause:30/>\\n<SURNAME/>看来你已经开始察觉到\\n<SURNAME/>这希巴尔巴的秘密了…\\n""]","[""\\n<SURNAME/>这位小姐…<pause:30/>\\n<SURNAME/>看来你已经开始察觉到\\n<SURNAME/>这希巴尔巴的秘密了…\\n""]"
local_conflict_review,script:376_8,script:376_8:diag4,frontend/public/games/p2is/groups/script_376_8.json,"
<SURNAME/>ならば、おのれらガ
<SURNAME/>どれだけ危機的状況にいるかも、承知だろうな!
","
<SURNAME/>那你们也该明白
<SURNAME/>自己处境多危险了吧！
","[""\\n<SURNAME/>那你们也该明白\\n<SURNAME/>自己处境有多危险了吧！\\n""]","[""\\n<SURNAME/>那你们也该明白\\n<SURNAME/>自己处境有多危险了吧！\\n""]"
local_conflict_review,script:376_8,script:376_8:diag6,frontend/public/games/p2is/groups/script_376_8.json,"
<SURNAME/>お生憎様。
<SURNAME/>私たちは、「必ず」勝つわ。
<SURNAME/>そうよね、みんな!!
","
<SURNAME/>真不巧。
<SURNAME/>我们「必定」会赢。
<SURNAME/>对吧，大家!!
","[""\\n<SURNAME/>真不巧。\\n<SURNAME/>我们、「必定」会赢。\\n<SURNAME/>对吧，大家!!\\n""]","[""\\n<SURNAME/>真不巧。\\n<SURNAME/>我们、「必定」会赢。\\n<SURNAME/>对吧，大家!!\\n""]"
local_conflict_review,script:377_8,script:377_8:diag0,frontend/public/games/p2is/groups/script_377_8.json,"
<SURNAME/>ここで死んでおけば、苦しまずに済んだものを…<pause:30/>
<SURNAME/>マリオネッテよ…<pause:30/>
<SURNAME/>貴様の母は、どこへ行ったのだろうな…
","
<SURNAME/>在此死去本可免受苦楚…<pause:30/>
<SURNAME/>人偶啊…<pause:30/>
<SURNAME/>你母亲究竟去了何方…
","[""\\n<SURNAME/>在此死去，本可免受苦楚…<pause:30/>\\n<SURNAME/>人偶啊…<pause:30/>\\n<SURNAME/>你的母亲，究竟去了何方…\\n""]","[""\\n<SURNAME/>在此死去，本可免受苦楚…<pause:30/>\\n<SURNAME/>人偶啊…<pause:30/>\\n<SURNAME/>你的母亲，究竟去了何方…\\n""]"
local_conflict_review,script:377_8,script:377_8:diag1,frontend/public/games/p2is/groups/script_377_8.json,"
<SURNAME/>なに…?<pause:30/>
<SURNAME/>くっ…!?
","
<SURNAME/>什么…?<pause:30/>
<SURNAME/>呃…!?
","[""\\n<SURNAME/>什么…?<pause:30/>\\n<SURNAME/>呜…!?\\n""]","[""\\n<SURNAME/>什么…?<pause:30/>\\n<SURNAME/>呜…!?\\n""]"
local_conflict_review,script:377_8,script:377_8:diag12,frontend/public/games/p2is/groups/script_377_8.json,"
<SURNAME/>シバルバーの秘密ねぇ〜
<SURNAME/>う〜ん…実は、全部夢だとか?<pause:30/>
<SURNAME/>まさかねぇ〜
","
<SURNAME/>西瓦的秘密呢〜
<SURNAME/>嗯…其实，全是梦之类的？<pause:30/>
<SURNAME/>不可能吧〜
","[""\\n<SURNAME/>希巴尔巴的秘密呢〜\\n<SURNAME/>嗯…其实，全部都是梦之类的？<pause:30/>\\n<SURNAME/>不可能吧〜\\n""]","[""\\n<SURNAME/>希巴尔巴的秘密呢〜\\n<SURNAME/>嗯…其实，全部都是梦之类的？<pause:30/>\\n<SURNAME/>不可能吧〜\\n""]"
local_conflict_review,script:377_8,script:377_8:diag14,frontend/public/games/p2is/groups/script_377_8.json,"
<SURNAME/>どうなりてぇ、こう生きてぇって思いなガら
<SURNAME/>努力すっから、達成感とか生きガいとかガ
<SURNAME/>生まれるんだと思うぜ。俺的に。
","
<SURNAME/>因为有了想成为啥、想咋活的念头，
<SURNAME/>才去奋斗，所以才有成就感啊、生存意义啊。
<SURNAME/>老子这么觉得。
","[""\\n<SURNAME/>因为有了想成为什么、想怎么活下去的念头，\\n<SURNAME/>才会去奋斗，所以才有成就感和活着的意义啊。\\n<SURNAME/>老子这么觉得的。\\n""]","[""\\n<SURNAME/>因为有了想成为什么、想怎么活下去的念头，\\n<SURNAME/>才会去奋斗，所以才有成就感和活着的意义啊。\\n<SURNAME/>老子这么觉得的。\\n""]"
local_conflict_review,script:377_8,script:377_8:diag15,frontend/public/games/p2is/groups/script_377_8.json,"
<SURNAME/>もう、しばらく会ってないけど、
<SURNAME/>母さんは、愛人と幸せに暮らしてるはずだ…
","
<SURNAME/>虽然好久没见了，
<SURNAME/>但妈妈应该和情人幸福地生活着…
","[""\\n<SURNAME/>虽然，已经好久没见了，\\n<SURNAME/>但妈妈应该和爱人幸福地生活着…\\n""]","[""\\n<SURNAME/>虽然，已经好久没见了，\\n<SURNAME/>但妈妈应该和爱人幸福地生活着…\\n""]"
local_conflict_review,script:377_8,script:377_8:diag16,frontend/public/games/p2is/groups/script_377_8.json,"
<SURNAME/>10年前にこの街を出てから、
<SURNAME/>ずっと転校を繰り返して…<pause:30/>
<SURNAME/>行く先々で問題を起したから…
","
<SURNAME/>10年前离开这个城市后，
<SURNAME/>一直转学转来转去…<pause:30/>
<SURNAME/>因为每到一处都惹麻烦…
","[""\\n<SURNAME/>10年前离开这个城市后，\\n<SURNAME/>一直转学转来转去…<pause:30/>\\n<SURNAME/>因为我到哪都到处惹麻烦…\\n""]","[""\\n<SURNAME/>10年前离开这个城市后，\\n<SURNAME/>一直转学转来转去…<pause:30/>\\n<SURNAME/>因为我到哪都到处惹麻烦…\\n""]"
local_conflict_review,script:377_8,script:377_8:diag17,frontend/public/games/p2is/groups/script_377_8.json,"
<SURNAME/>それから、ずっと父さんと二人で暮らしてたんだ。
<SURNAME/>母さんは、僕ガ邪魔なんだよ…<pause:30/>
<SURNAME/>くっ…また頭ガ…
","
<SURNAME/>从那以后，一直和父亲两个人生活。
<SURNAME/>妈妈觉得我碍事…<pause:30/>
<SURNAME/>呃…头又…
","[""\\n<SURNAME/>从那以后，一直和父亲两个人生活。\\n<SURNAME/>妈妈，觉得我很碍事…<pause:30/>\\n<SURNAME/>呜…头又…\\n""]","[""\\n<SURNAME/>从那以后，一直和父亲两个人生活。\\n<SURNAME/>妈妈，觉得我很碍事…<pause:30/>\\n<SURNAME/>呜…头又…\\n""]"
local_conflict_review,script:377_8,script:377_8:diag18,frontend/public/games/p2is/groups/script_377_8.json,"
<SURNAME/>舞耶姉さんの言う通りだ…<pause:30/>
<SURNAME/>喜び、悲しみ、恐怖、絶望…<pause:30/>
<SURNAME/>じっとしてると、色んな感情ガ流れ込んでくる…
","
<SURNAME/>舞耶姐说得对…<pause:30/>
<SURNAME/>喜悦、悲伤、恐惧、绝望…<pause:30/>
<SURNAME/>一静下来，各种感情就涌进来…
","[""\\n<SURNAME/>舞耶姐说得对…<pause:30/>\\n<SURNAME/>喜悦、悲伤、恐惧、绝望…<pause:30/>\\n<SURNAME/>一静下来，各种感情就涌出来了…\\n""]","[""\\n<SURNAME/>舞耶姐说得对…<pause:30/>\\n<SURNAME/>喜悦、悲伤、恐惧、绝望…<pause:30/>\\n<SURNAME/>一静下来，各种感情就涌出来了…\\n""]"
local_conflict_review,script:377_8,script:377_8:diag19,frontend/public/games/p2is/groups/script_377_8.json,"
<SURNAME/>この船はなんなんだ…?<pause:30/>
<SURNAME/>まるで、意識のスープに放り込まれたみたいだ…
","
<SURNAME/>这艘船是什么…？<pause:30/>
<SURNAME/>简直像被扔进了意识的汤里…
","[""\\n<SURNAME/>这艘船是什么…？<pause:30/>\\n<SURNAME/>简直，像被扔进了意识的汤里一样…\\n""]","[""\\n<SURNAME/>这艘船是什么…？<pause:30/>\\n<SURNAME/>简直，像被扔进了意识的汤里一样…\\n""]"
local_conflict_review,script:377_8,script:377_8:diag2,frontend/public/games/p2is/groups/script_377_8.json,"
<SURNAME/>淳クン、彼らの言華に惑わされちゃダメよ…<pause:30/>
<SURNAME/>今は、お父さんを止めること…<pause:30/>
<SURNAME/>街を元に戻すことだけ考えるの!
","
<SURNAME/>纯君，别被他们言语迷惑…<pause:30/>
<SURNAME/>现在只需想着阻止你父亲…<pause:30/>
<SURNAME/>让城市恢复原状！
","[""\\n<SURNAME/>淳君，别被他们言语所迷惑…<pause:30/>\\n<SURNAME/>现在只需要想着阻止你父亲…<pause:30/>\\n<SURNAME/>让城市恢复原状！\\n""]","[""\\n<SURNAME/>淳君，别被他们言语所迷惑…<pause:30/>\\n<SURNAME/>现在只需要想着阻止你父亲…<pause:30/>\\n<SURNAME/>让城市恢复原状！\\n""]"
local_conflict_review,script:377_8,script:377_8:diag3,frontend/public/games/p2is/groups/script_377_8.json,"
<SURNAME/>ねぇ舞耶ちゃん…<pause:30/>
<SURNAME/>さっきから、一体なんなの?
<SURNAME/>秘密だとかなんとか…なんか変だよ。
","
<SURNAME/>那个舞耶酱…<pause:30/>
<SURNAME/>从刚才起到底怎么回事？
<SURNAME/>秘密什么的…好奇怪啊。
","[""\\n<SURNAME/>呐舞耶酱…<pause:30/>\\n<SURNAME/>从刚才起到底是怎么一回事？\\n<SURNAME/>秘密什么的…好奇怪啊。\\n""]","[""\\n<SURNAME/>呐舞耶酱…<pause:30/>\\n<SURNAME/>从刚才起到底是怎么一回事？\\n<SURNAME/>秘密什么的…好奇怪啊。\\n""]"
local_conflict_review,script:377_8,script:377_8:diag7,frontend/public/games/p2is/groups/script_377_8.json,"
<SURNAME/>考えた事ガほんとになる…<pause:30/>
<SURNAME/>だから舞耶ちゃんはあの白いのと、
<SURNAME/>どっちガ強いかって言い合いしたんだ…
","
<SURNAME/>想的事情会成真…<pause:30/>
<SURNAME/>所以舞耶酱才和那个白色的家伙，
<SURNAME/>争论谁更强…
","[""\\n<SURNAME/>心里所想的事情会成真…<pause:30/>\\n<SURNAME/>所以舞耶酱才和那个白色的家伙，\\n<SURNAME/>争论谁更强…\\n""]","[""\\n<SURNAME/>心里所想的事情会成真…<pause:30/>\\n<SURNAME/>所以舞耶酱才和那个白色的家伙，\\n<SURNAME/>争论谁更强…\\n""]"
local_conflict_review,script:377_8,script:377_8:diag9,frontend/public/games/p2is/groups/script_377_8.json,"
<SURNAME/>でも、どうして思考ガ現実になるのかしら…<pause:30/>
<SURNAME/>この船は、みんなの噂ガ現実になって飛んでるわ…<pause:30/>
<SURNAME/>噂の内容には、そんなこと一つも含まれてない…
","
<SURNAME/>但是，为什么思考会变成现实呢…<pause:30/>
<SURNAME/>这艘船，大家的传闻变成现实在飞…<pause:30/>
<SURNAME/>传闻的内容里，根本没包括这种事…
","[""\\n<SURNAME/>但是，为什么思考会变成现实呢…<pause:30/>\\n<SURNAME/>这艘船，因大家的传闻变成现实在飞…<pause:30/>\\n<SURNAME/>传闻的内容里，根本没包括这种事…\\n""]","[""\\n<SURNAME/>但是，为什么思考会变成现实呢…<pause:30/>\\n<SURNAME/>这艘船，因大家的传闻变成现实在飞…<pause:30/>\\n<SURNAME/>传闻的内容里，根本没包括这种事…\\n""]"
local_conflict_review,script:378_8,script:378_8:diag0,frontend/public/games/p2is/groups/script_378_8.json,"
<SURNAME/>やっぱダメかぁ…<pause:30/>
<SURNAME/>一体、どういう法則なんだろう…","
<SURNAME/>果然不行啊…<pause:30/>
<SURNAME/>到底是什么法则呢…","[""\\n<SURNAME/>果然不行啊…<pause:30/>\\n<SURNAME/>到底，是什么规律呢…""]","[""\\n<SURNAME/>果然不行啊…<pause:30/>\\n<SURNAME/>到底，是什么规律呢…""]"
local_conflict_review,script:378_8,script:378_8:diag11,frontend/public/games/p2is/groups/script_378_8.json,"
<SURNAME/>開心囉!!(木ィサムロ)うれしー!!
<SURNAME/>舞耶ちゃんの言った通りだよ!!","
<SURNAME/>开心咯!!(木ィサムロ)好开心!!
<SURNAME/>舞耶酱说得对!!","[""\\n<SURNAME/>開心囉!!(hoi1 sam1 lo1)好开心!!\\n<SURNAME/>舞耶酱说得对!!""]","[""\\n<SURNAME/>開心囉!!(hoi1 sam1 lo1)好开心!!\\n<SURNAME/>舞耶酱说得对!!""]"
